tag	rating
spying	3.5
police	4
superhero	4.5
court	4
court	4
missing children	4
diabetes	5
disability	4
In Netflix queue	3.5
televangelist	4
superhero	3.5
journalism	4.5
music	4
Rolling Stone	4
blindness	4
factory	4.5
Dogs	4.5
invisibility	4.5
drug abuse	4
In Netflix queue	4
ballet	5
family	5
Dr. Seuss	4.5
superhero	4.5
china	3.5
martial arts	5
business	4.5
stand-up comedy	4.5
writing	4.5
Edith Wharton	4
pageant	4.5
bluegrass	5
movies	4.5
based on a TV show	4.5
Quakers	4.5
psychopaths	4.5
zombies	4
Tennessee Williams	4
In Netflix queue	4
demons	4.5
death penalty	4
homeless	4
New York	4
reality TV	3.5
Eugene O'Neill	4
In Netflix queue	4
Christmas	4.5
Bible	3.5
religion	4
preacher	4.5
religion	3.5
sexuality	3
In Netflix queue	4
virginity	2.5
Hannibal Lecter	3.5
serial killer	3.5
von Bulow	3.5
college	3
In Netflix queue	4
football	3.5
Backwards. memory	3.5
spying	3.5
singletons	3
Nabokov	4
alcoholism	4
Union	4
death	4.5
fairy tales	3.5
In Netflix queue	3.5
figure skating	4
race	3
rasicm	3.5
Strangers on a Train	2.5
Holocaust	4
In Netflix queue	4
adultery	4
men in drag	3.5
robots	3.5
accident	3.5
race	3
In Netflix queue	4
lawyers	4
heist	3.5
rape	4
twins	3
circus	3.5
Africa	4
immigrants	3.5
New York	4
aliens	4.5
hippies	4
robots	4
kidnapping	3.5
remade	3
twins	3
time travel	4
doctors	3
babies	3
baseball	3
dinosaurs	3.5
Hollywood	4.5
movie business	4.5
adolescence	2.5
dogs	3
television	3.5
In Netflix queue	4.5
prodigies	3.5
family	4.5
remake	3
Nuclear disaster	4.5
union	4
NASA	4.5
space	4
wedding	4
Loretta Lynn	3
Judaism	3
Tradition!	4.5
aliens	4
psychiatrist	4.5
time travel	4.5
Coen Brothers	3.5
Magic	3.5
Wizards	2
ghosts	4
psychology	4
heist	4.5
In Netflix queue	2.5
nightclub	4
singers	4.5
whimsical	4.5
new york	4
time travel	4
Tolkein	4
racism	4
Agatha Christie	4
court	3
cross dressing	3
Judaism	3
race	4
Ghost	3.5
Dumas	4
revenge	4
movie business	4.5
In Netflix queue	4.5
India	4.5
baseball	4.5
religion	4
In Netflix queue	3.5
In Netflix queue	4
crime	4
In Netflix queue	4
samurai	2.5
religion	4
In Netflix queue	3
World War II	3.5
superhero	4
blind	3.5
Nick Hornby	4
anti-Semitism	3.5
Judaism	3.5
boxing	2.5
books	3.5
future	4
Australia	4
sisterhood	4.5
women	3
disability	4.5
mental illness	4
Oscar Wilde	3.5
In Netflix queue	3.5
movie business	4
In Netflix queue	3
aliens	4.5
adultery	3
younger men	4.5
AS Byatt	2
books	3
photography	4
psychopaths	4.5
homeless	3.5
adolescence	4
Animal movie	3.5
crime	0.5
heist	3
anime	3.5
Bible	4.5
Hannibal Lecter	4.5
bombs	4.5
baseball	3
Lou Gehrig	3
violence in america	2.5
pudding	3
Holocaust	4
Girl Power	3.5
made me cry	3.5
orphans	3.5
In Netflix queue	4.5
Judaism	4
World War I	3.5
art	3
dating	3.5
teenagers	2.5
salute to Douglas Sirk	3.5
Magic	4
Wizards	3.5
music business	4
short films	3.5
Graham Greene	4
coma	3.5
Africa	4
Tolkein	3.5
crime	3
nightclub	3.5
anime	3.5
crime	2.5
court	4.5
jazz	3.5
murder	3.5
Dickens	4.5
Holocaust	4
drugs	4
planes	2
widows/widowers	3.5
television	3.5
crime	3
photography	3.5
violence	4.5
class	3.5
In Netflix queue	3.5
motherhood	3
race	4
In Netflix queue	1.5
doll	4
ghosts	4
Chile	4
politics	4
South America	4
spoof	4
England	3.5
adolescence	4.5
obsession	4.5
horses	4
blind	4.5
blindness	4
race	3.5
Civil War	4
Stephen Crane	3.5
Day and Hudson	1
sexuality	3
books	4
Stones of Summer	4
mental illness	4.5
England	4.5
World War II	3.5
soccer	3.5
In Netflix queue	4
animal movie	4.5
lions	3.5
Holocaust	4.5
World War II	3.5
immigrants	3
television	2.5
In Netflix queue	2.5
prostitution	3
screwball	3
adolescence	3.5
Big Brothers	4
L.A.	4.5
crime	3.5
amnesia	4
gangs	4.5
Titanic	4.5
prostitution	4
mockumentary	2.5
children	3.5
birds	4
Ray Bradbury	3.5
lawyers	4
1970s	4
movies	4
spelling bee	2.5
Jean Grey	4
Magneto	3.5
Rogue	2.5
superhero	3.5
Wolverine	3
teachers	3.5
gambling	3.5
trains	4.5
art	3.5
anime	3.5
retro	3.5
movies	4
religion	4
In Netflix queue	4.5
They Might Be Giants	4.5
Disney	3.5
fish	4
heist	4
child abuse	3.5
Girl Power	4
Ninotchka remake	3
crime	4
Olympics	4
Tokyo	3.5
Civil War	3.5
movie business	4.5
In Netflix queue	3
Nazis	4.5
In Netflix queue	3.5
zombies	3
fugitive	4
In Netflix queue	4.5
politics	3.5
swashbuckler	3.5
swashbuckler	4.5
Dodie Smith	3.5
flood	4.5
immigration	4.5
horses	3.5
Japan	4
religion	3
marriage	2.5
Othello	4.5
Bible	4
cancer	3
road trip	4
blindness	4.5
family	3
multiple roles	3
murder	3.5
ballet	4
Clousseau	3.5
FBI	4
In Netflix queue	4.5
terminal illness	3
con men	4.5
fatherhood	4
vertriloquism	3.5
Japan	3.5
In Netflix queue	3.5
In Netflix queue	4
matchmaker	3
vampire	4
Animal movie	3
religion	3
adultery	4
terminal illness	4
biking	4
India	3.5
Lonesome Polecat	4
In Netflix queue	4
journalism	4
Watergate	3.5
pregnancy	3.5
Food	2.5
british comedy	4
domestic violence	4
werewolf	3
amnesia	4
Christmas	3.5
black and white	3
Capote	4
crime	3.5
death penalty	4
murder	4
biopic	3.5
school	4
trains	3.5
child abuse	4
kidnapping	4
martial arts	3.5
revenge	4
Thanksgiving	3
adolescence	3
violence in america	3.5
transplants	4
Rita Hayworth can dance!	3.5
India	3
journalism	4
christmas	3.5
remake	4
wedding	4.5
music business	3.5
rap	4
Amish	3.5
Hepburn and Tracy	3.5
Cold War	4.5
religion	4
Dickens	4.5
saint	4.5
family	3.5
good and evil	4
court	4.5
Scott Turow	4.5
In Netflix queue	3.5
In Netflix queue	4
Astaire and Rogers	3.5
Astaire and Rogers	4
Astaire and Rogers	4
Astaire and Rogers	3.5
horses	4
terminal illness	3.5
birds	4
prison	3
In Netflix queue	4
Shakespeare	3.5
cattle drive	3.5
In Netflix queue	4.5
Clousseau	3.5
disability	3.5
George Bernard Shaw	3.5
E.M. Forster	4
In Netflix queue	4
martial arts	4.5
Marx brothers	4
Hepburn and Tracy	3.5
Marx brothers	4
opera	4
immigrants	4
In Netflix queue	4.5
Tolkein	4.5
Vietnam	4
real estate	3.5
serial killer	3.5
Civil War	3
Charlotte Bronte	4
cross dressing	3.5
men in drag	3.5
amnesia	3
In Netflix queue	3.5
truckers	4
circus	4
mountain climbing	4
adolescence	3.5
priest	4.5
religion	3
religion	4.5
Cold War	4.5
memory	4
Grace	3
adolescence	3
crime	2
revenge	2
Holocaust	1
High School	3
World War II	2
multiple personalities	2
cancer	4
Hepburn and Tracy	4
marriage	3
Rogers and Hammerstein	3
biopic	1
In Netflix queue	2
blindness	2
deaf	2
Stephen King	2
space station	2
In Netflix queue	2
Hepburn and Tracy	1
sports	2
sexuality	2
King Arthur	3
adultery	3
In Netflix queue	1
MacBeth	2
terrorism	3
In Netflix queue	2
Nick and Nora Charles	3
Nick and Nora Charles	3
Nick and Nora Charles	1
Nick and Nora Charles	2
Nick and Nora Charles	2
In Netflix queue	2
In Netflix queue	2
Amtrak	2
Homeless	3
independent	2
New York	4
Sundance award winner	3
Train	3
psychology	1
police	3
show business	4
politics	1
In Netflix queue	2
remade	2
In Netflix queue	4
In Netflix queue	3
Van Gogh	2
swashbuckler	1
In Netflix queue	2
Not available from Netflix	2
In Netflix queue	2
Anne Boleyn	3
In Netflix queue	2
assassination	2
heist	2
Clock	3
Prince	2
In Netflix queue	2
military	2
convent	2
religion	5
Dickens	2
ogres	4
pregnancy	2
religion	3
Magic	2
Wizards	4
politics	3
high school	3
In Netflix queue	1
death	2
divorce	4
World War II	3
deafness	2
food	3
McDonalds	3
circus	2
Ireland	2
fairy tales	2
In Netflix queue	3
In Netflix queue	3
In Netflix queue	3
politics	3
terrorism	3
Doc Ock	2
generation X	3
drugs	3
immigrants	2
court	2
Cole Porter	2
Oscar (Best Actress)	4
In Netflix queue	3
psychology	3
Rome	2
Australia	3
Stand Up	2
In Netflix queue	2
zombies	2
alcoholism	2
marriage	2
Agatha Christie	3
Oscar (Best Supporting Actress)	2
train	2
disability	3
time travel	2
Oscar (Best Actress)	1
parenthood	3
psychology	1
stage	4
wine	2
psychology	3
abortion	2
biopic	5
Disney	2
superhero	2
Peter Pan	3
Hearst	3
martial arts	3
In Netflix queue	5
journalism	5
gold	3
revenge	2
show business	3
In Netflix queue	2
In Netflix queue	2
made me cry	2
mirrors	1
In Netflix queue	3
Not available from Netflix	2
In Netflix queue	3
donkey	2
In Netflix queue	1
anime	4
In Netflix queue	3
In Netflix queue	2
In Netflix queue	3
religion	2
saints	4
Animal movie	4
camels	3
fatherhood	2
revenge	3
India	2
surfing	4
boxing	3
genocide	1
roald dahl	4
biopic	2
Howard Hughes	2
movie business	2
child abuse	3
busniess	1
Shakespeare	4
motherhood	2
orphans	2
06 Oscar Nominated Best Movie - Animation	2
In Netflix queue	4
marriage	1
In Netflix queue	2
In Netflix queue	2
In Netflix queue	4
birds	2
parrots	1
fatherhood	2
business	1
money	5
scandal	5
racism	3
space	4
space opera	3
boxing	5
hip hop	2
pregnancy	3
Firefly	3
In Netflix queue	3
In Netflix queue	4
pregnancy	4
Animal movie	2
bears	2
Animal movie	3
In Netflix queue	3
Africa	3
business	2
politics	2
mathematics	2
In Netflix queue	1
In Netflix queue	1
06 Oscar Nominated Best Movie - Animation	3
In Netflix queue	2
Dickens	3
Truman Capote	2
06 Oscar Nominated Best Movie - Animation	4
Aardman	3
In Netflix queue	4
divorce	2
courtroom drama	4
In Netflix queue	3
In Netflix queue	2
journalism	5
McCarthy hearings	3
Morrow	3
In Netflix queue	3
In Netflix queue	4
Magic	2
Wizards	4
Johnny Cash	4
C.S. Lewis	5
In Netflix queue	5
In Netflix queue	3
In Netflix queue	3
Brad Pitt	4
Bruce Willis	3
mindfuck	4
Post apocalyptic	4
post-apocalyptic	3
remake	4
time travel	4
twist ending	3
villain nonexistent or not needed for good story	2
Adam Sandler	3
Adam Sandler	4
stop looking at me swan	3
Morgan Freeman	4
androids	4
artificial intelligence	4
atmospheric	5
cyberpunk	5
future	4
mindfuck	3
Philip K. Dick	2
Scifi masterpiece	2
disturbing	2
drama	3
gothic	2
psychology	2
suspense	3
Michael Bay	2
terrorism	2
black comedy	2
dark comedy	3
satire	3
GIVE ME BACK MY SON!	1
It was melodramatic and kind of dumb	3
Mel Gibson	5
Alfred Hitchcock	1
Atmospheric	5
imdb top 250	3
James Stewart	4
imdb top 250	3
James Stewart	3
mystery	2
photographer	3
photography	3
Alfred Hitchcock	3
imdb top 250	3
eerie	2
movie business	3
humorous	3
neo-noir	1
Quentin Tarantino	3
religion	2
Tarantino	3
classic	3
George Lucas	2
Harrison Ford	3
music	3
original plot	2
sci-fi	1
sequel	2
Alfred Hitchcock	3
black and white	5
imdb top 250	2
remade	1
anti-war	2
animation	2
anime	3
visually stunning	1
cameo:Whoopi Goldberg	1
space opera	4
Star Trek	3
Adam Sandler	4
best comedy	2
Chris Klein	3
dumb	3
Jason Biggs	2
not funny	1
pizza beer	2
Seann William Scott	2
teen	2
animation	2
adventure	3
atmospheric	2
fantasy world	4
Studio Ghibli	4
surreal	2
aliens	2
Arnold Schwarzenegger	2
dialogue	4
guns	5
Jesse Ventura	3
macho	1
sci-fi	2
scifi cult	2
atmospheric	3
comics	3
father-son relationship	2
mindfuck	1
unique	3
mystery	3
twist ending	2
claymation	3
creativity	3
dystopia	2
free to download	3
imagination	2
no dialogue	3
social commentary	2
mental hospital	1
psychology	2
suspense	1
Well Done	3
dreamlike	2
hallucinatory	3
mental illness	1
psychology	2
social commentary	3
teen	3
thought-provoking	2
crappy sequel	2
first was much better	1
sequel	1
cult film	2
imagination	2
Jim Carrey	2
love	2
surreal	2
comic book	2
Atmospheric	2
good soundtrack	2
M. Night Shyamalan	3
animation	3
Samuel L. Jackson	2
big budget	2
love	3
Halle Berry	2
Hugh Jackman	3
bad	3
disappointing	4
faerie tale	2
fairy tale	3
far fetched	5
M. Night Shyamalan	2
Paul Giamatti	3
costume drama	3
Edward Norton	1
magic	2
Paul Giamatti	2
dreamlike	3
zombies	3
friendship	2
high school	3
Michael Cera	3
nerds	3
self discovery	4
shenanigans	2
virginity	3
anime	2
alone in the world	3
apocalypse	3
based on a book	2
last man on earth	1
plot holes	3
Post apocalyptic	2
post-apocalyptic	2
religion	4
vampire	2
Michael Cera	4
notable soundtrack	3
pregnancy	2
teenage pregnancy	3
witty	2
black comedy	2
Colin Farrell	3
dark comedy	3
drugs	2
friendship	2
irreverent	2
Ralph Fiennes	4
stylized	3
movies about movies	3
last man on earth	2
love story	4
Post apocalyptic	3
social commentary	3
Brad Pitt	3
Coen Bros	3
Coen Brothers	3
dark comedy	3
espionage	3
George Clooney	2
John Malkovich	3
satire	3
twists & turns	2
weird	4
2D animation	3
cult film	4
stylish	3
surreal	3
joss whedon	2
Nathan Fillion	2
Neil Patrick Harris	3
parody	3
Andy Samberg	3
bromance	2
bromantic	2
comedy	4
Jaime Pressly	3
Jason Segel	4
masculinity	3
Paul Rudd	3
2001-like	3
Sci-fi	3
solitude	3
bad plot	2
comic book	2
hugh jackman	3
Ryan Reynolds	3
too many characters	3
future	4
lack of development	2
lack of story	2
quick cuts	2
sci-fi	3
Simon Pegg	2
space	2
space travel	3
time travel	3
artificial intelligence	3
bad acting	2
bad plot	3
bad script	3
Christian Bale	2
FIGHTING THE SYSTEM	3
franchise	1
new composer	2
post-apocalyptic	3
robots	4
sci-fi	2
sequel	4
Recap	1
bad plot	2
Michael Bay	2
needed more autobots	3
plot holes	3
ridiculous	3
Shia LaBeouf	4
stop using useless characters for filler	3
artistic	2
Funny	3
humorous	3
inspiring	3
intelligent	2
quirky	4
romance	2
Zooey Deschanel	3
intelligent sci-fi	2
bad humor	2
bad science	3
futuristic	2
graphic design	2
James Cameron	2
military	1
poor dialogue	3
sci-fi	2
superficial plot	3
unoriginal	2
white guilt	3
dreamlike	3
surreal	4
visually appealing	3
geeky	2
Michael Cera	1
stylized	2
video games	2
male nudity	2
action choreography	2
Horrid characterisation	3
Poor plot development	1
sequel	2
soundtrack	4
passion	3
psychological	3
suspense	2
jazz	4
music	1
tense	3
adventure	3
animation	3
fantasy	3
purity of essence	3
Slim Pickens	1
Deep Throat	1
Dan Aykroyd	3
enjoyable	2
bubba gump shrimp	3
lieutenant dan	3
stupid is as stupid does	2
based on a true story	2
biography	3
disturbing	4
holocaust	1
Mystery	3
romance	2
edward norton	2
emotional	4
politics	1
philosophy	2
post apocalyptic	1
depressing	2
psychology	5
cheating	2
intelligent	3
Leonardo DiCaprio	1
lies	4
smart	4
Tom Hanks	2
twists & turns	2
memory loss	2
romance	3
sad	3
corruption	3
Denzel Washington	2
mafia	2
organized crime	2
heist	3
robbery	2
small time criminals	3
casino	4
comedy	2
funny	3
hotel	3
Las Vegas	3
war	3
beautiful scenery	2
graphic design	2
music	1
politics	2
romance	3
thought-provoking	5
too long	4
visually stunning	3
big budget	5
clever	5
complicated	3
dead wife	5
great soundtrack	2
heist	4
intellectual	2
mindfuck	3
philosophy	2
psychological	2
psychology	3
suspense	2
thought-provoking	3
crime	4
FBI	3
romance	3
too much love interest	3
business	2
corruption	3
economics	4
investor corruption	2
politics	2
truth	5
Captain America	2
silly	3
superhero	2
superhero team	3
bank	1
big corporations	2
business	4
corruption	2
financial crisis	2
Kevin Spacey	1
realistic	1
suspense	4
Wall Street	1
emotional	1
sexuality	2
interesting scenario	4
crude humor	2
cia	3
politics	1
Thrilling	3
Soundtrack	3
Adam Sandler	2
cliche characters	2
long shots	2
predictable	2
Simple	2
slow action	2
visually appealing	2
hostage	3
ocean	2
suspense	2
Stock Market	3
Wall Street	2
Comedy	2
fun	2
off-beat comedy	2
quirky	2
cynical	5
bittersweet	2
emotional	2
heartwarming	2
touching	1
atmospheric	3
dreamlike	3
existentialism	5
philosophical	2
black comedy	2
dark comedy	3
Quirky	2
claustrophobic	2
confrontational	3
earnest	4
good dialogue	2
great screenplay	2
gritty	3
Motivational	3
thought-provoking	2
atmospheric	2
cerebral	4
existentialism	3
philosophical	5
reflective	3
atmospheric	2
chilly	2
creepy	2
menacing	2
mental illness	2
oninous	3
intelligent	2
thought-provoking	2
heartwarming	3
inspirational	3
avant-garde romantic comedy	3
elegiac	2
melancholy	2
quirky	2
wry	2
artsy	2
atmospheric	3
cerebral	3
enigmatic	3
existentialism	2
hallucinatory	2
insanity	2
paranoia	3
paranoid	3
surreal	2
tense	3
visually appealing	3
atmospheric	3
beautiful	3
bittersweet	3
emotional	3
Heartwarming	3
poignant	2
sentimental	2
tear jerker	2
tearjerking	2
emotional	2
gentle	2
heartwarming	3
lyrical	2
reflective	3
downbeat	2
poignant	2
black comedy	2
crazy	2
dark	4
dark comedy	3
dark humor	3
serial killer	4
great cinematography	3
dark humor	2
easygoing	2
silly	1
art house	4
Atmospheric	3
creepy	2
cryptic	2
dark	3
disturbing	3
dreamlike	1
enigmatic	2
fucked up	1
gruesome	1
hallucinatory	3
Insane	1
paranoid	4
strange	4
surreal	5
weird	3.5
atmospheric	3
somber	4.5
atmospheric	4.5
Beautiful	3.5
bittersweet	4
dreamy	5
elegant	4.5
heartbreaking	5
intimate	3
loneliness	5
long takes	5
longing	5
melancholic	4.5
melancholy	5
moody	3
nocturnal	5
romantic	3.5
Unique	2.5
visually appealing	4
visually stunning	4
cerebral	4.5
dreamlike	5
"artsy"	3.5
atmospheric	3
gritty	4
hallucinatory	4
surreal	3.5
visually stunning	3.5
atmospheric	2
cerebral	4.5
dreamlike	5
enigmatic	4.5
hallucinatory	4.5
mental illness	3
mindfuck	3
philosophy	3.5
psychological	4.5
quirky	5
surreal	4.5
thought-provoking	5
weird	5
anger	4.5
awkward	3.5
bittersweet	3
hallucinatory	5
quirky	4
sad	3
surreal	4.5
symbolism	4.5
tense	3
unconventional	3
unique	2
wistful	5
beautiful	3.5
downbeat	5
grim	5
poignant	2
tear jerker	4
tragedy	4
tragic	3.5
dark	2.5
disturbing	3.5
Depressing	4.5
melancholy	4
sad	5
heartwarming	5
meditative	4
philosophical	4.5
poignant	4.5
purposefulness	3
atmospheric	3
bleak	4
disturbing	3.5
gritty	2.5
harsh	5
bleak	4.5
confrontational	4
disturbing	4.5
harsh	4.5
haunting	2
inhumane	3.5
thought-provoking	5
arthouse	4
artistic	5
atmospheric	2
beautiful	3.5
bittersweet	2.5
colourful	5
comedy	4.5
dreamlike	4.5
emotional	1
feel-good	5
happpiness	4.5
humane	4.5
insightful	2.5
intelligent	5
lovely	4
melancholy	4
mind-bending	5
philosophy	5
quirky	5
quirky romantic	3
romantic	5
surreal	3.5
surrealism	3
thought-provoking	3.5
heartbreaking	5
post-apocalyptic	5
mindfuck	5
surreal	3.5
surrealism	4
boring	4
psychedelic	3.5
symbolic	3
bizarre	3
claustrophobic	1
depressing	1.5
disturbing	5
hallucinatory	3
paranoid	3
surreal	4.5
twisted	2.5
heartwarming	3
off-beat comedy	2
quirky	1
trippy	5
visually appealing	3
whimsical	4.5
depression	2.5
cinematography	3.5
lyrical	4
atmospheric	2.5
bittersweet	4.5
visually appealing	3.5
atmospheric	4.5
enigmatic	3
clever	3.5
inspirational	2.5
atmospheric	3.5
cerebral	0.5
character study	2.5
gritty	3.5
intense	2
long shots	4
morality	4.5
visually appealing	4
abstract	3.5
dark	3.5
psychedelic	4
surreal	4
dark	5
dark humor	2.5
intelligent	3.5
thought-provoking	4
dark	3.5
gritty	3.5
emotional	0.5
bittersweet	5
emotional	0.5
heartbreaking	3.5
touching	5
bittersweet	3.5
black comedy	4
character study	3.5
dark comedy	1.5
friendship	0.5
loneliness	2
mental illness	3
philosophical	3.5
poignant	3.5
quirky	3
sad	2
sweet	3.5
touching	1.5
surreal	3
whimsical	3
cerebral	4
dreamlike	3
philosophy	3.5
thought-provoking	1
good dialogue	3.5
loneliness	3.5
witty	3.5
fun	0.5
great humor	2.5
visually appealing	1.5
quirky	3
Beautiful	4
emotional	4.5
poetic	3.5
beautiful cinematography	4
beautifully filmed	4
cinematography	5
moving	5
philosopical	4.5
surreal	4
weird	4
artistic	4
artsy	3
atmospheric	2
Beautiful	5
dreamlike	3
existentialism	3.5
quirky	4
emotional	0.5
feel-good	3
heartwarming	4
mental illness	4
touching	4
suspense	3
tense	0.5
atmospheric	4.5
cinematography	2
depressing	1
funny	3
fatalistic	0.5
cheeky	0.5
clever	5
colorful	3.5
feel-good	3.5
fun	4
imaginative	4
quirky	4.5
bad dialogue	5
philosophical issues	4.5
thought-provoking	5
visually appealing	4
adorable	3
black comedy	2
Eccentric	1.5
introspection	4
mental illness	4
quirky	4
inspirational	5
inspiring	3.5
intense	4
funny	3.5
Great Visuals	3.5
humorous	5
unlikely hero	2.5
bittersweet	2.5
atmospheric	1
bizzare	3
eerie	3
symbolism	3.5
inspirational	2
intelligent	4.5
philosophical	3
trippy	3.5
heartwarming	4
slick	4.5
beautiful	4
cinematography	3
visually appealing	5
Dark	1
emotional	4
Sad	2.5
Visually appealing	3.5
Visually stunning	0.5
awesome	2.5
humor	4
quirky	3.5
unconventional	3.5
white guilt	4
fun	4.5
visually appealing	3.5
depressing	3.5
understated	4
smart	3
funny	3.5
ridiculous	2.5
silly	3
slick	3.5
stylish	3
cinematography	4.5
visually appealing	4
Visually Striking	2
atmospheric	4.5
tension	1.5
moving	2.5
touching	2.5
Moving	3.5
contemplative	3.5
philosophical	5
thought-provoking	4
tragic	3.5
funny	0.5
interesting	2.5
Witty	4.5
Existential	2.5
surreal	4.5
creepy	3.5
suspense	3.5
nightmare	5
suspense	2
thought-provoking	3.5
quirky	3.5
sweet	2.5
understated	3.5
intense	2.5
beautiful visuals	5
Cerebral	5
cinematography	2.5
good cinematography	3
smart	2
thought-provoking	4
visually appealing	3.5
Bittersweet	1
visually appealing	3.5
funny	0.5
heartwarming	3
dark	4.5
emotional	2.5
gritty	3
heartbreaking	2.5
predictible plot	4
paranoia	4
Suspenseful	4
brilliant	4
inspiring	3.5
tense	4
atmospheric	4
beautiful	2.5
cinematography	2.5
dark	5
dreamlike	3.5
existentialism	4
moody	3
philosophical	0.5
allegorical	4
uncomfortable	2
unsettling	4
atmospheric	4.5
dreamlike	4.5
bad music	4.5
bad	3
Sinbad	2
Comedy	3.5
bad	4.5
bad	4.5
seen at the cinema	4.5
